         1464358 function calls (1453385 primitive calls) in 16.138 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 base.py:1768(_set_names)
       10    0.000    0.000    0.000    0.000 functoolz.py:290(__hash__)
        5    0.000    0.000    0.000    0.000 dataarray.py:497(_replace_maybe_drop_dims)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 parser.py:376(parse_block_sequence_first_entry)
        1    0.000    0.000    0.000    0.000 readers.py:1990(__exit__)
        1    0.000    0.000    0.000    0.000 datetimelike.py:416(_maybe_cast_listlike_indexer)
       12    0.000    0.000    0.000    0.000 strings.py:52(encode)
        1    0.000    0.000    0.000    0.000 config.py:21(_get_paths)
        1    0.000    0.000    0.000    0.000 pydevd_net_command_factory_json.py:167(make_list_threads_message)
       36    0.000    0.000    0.000    0.000 series.py:1471(_set_as_cached)
       14    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2979(prod)
        4    0.000    0.000    0.000    0.000 _monitor.py:94(report)
      278    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       12    0.000    0.000    0.000    0.000 netCDF4_.py:161(_nc4_dtype)
        1    0.000    0.000    0.000    0.000 common.py:515(get_compression_method)
        4    0.000    0.000    0.000    0.000 indexes.py:1837(assert_no_index_corrupted)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:110(remove)
       10    0.000    0.000    0.000    0.000 numeric.py:1330(normalize_axis_tuple)
      150    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       23    0.000    0.000    0.000    0.000 range.py:201(_simple_new)
        2    0.000    0.000    0.000    0.000 locks.py:194(acquire)
      346    0.000    0.000    0.000    0.000 _parser.py:160(__len__)
       20    0.000    0.000    0.000    0.000 array_ops.py:507(maybe_prepare_scalar_for_op)
      222    0.000    0.000    0.000    0.000 merge.py:83(unique_variable)
        1    0.000    0.000    0.000    0.000 conventions.py:338(_update_bounds_encoding)
       56    0.000    0.000    0.000    0.000 managers.py:1993(dtype)
      150    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
      336    0.000    0.000    0.000    0.000 __init__.py:248(<genexpr>)
        3    0.000    0.000    0.000    0.000 scanner.py:1134(scan_flow_scalar)
        1    0.000    0.000    0.000    0.000 delayed.py:534(Delayed)
        1    0.000    0.000    0.000    0.000 groupby.py:1348(DataArrayGroupByBase)
       76    0.000    0.000    0.000    0.000 constructor.py:173(construct_scalar)
        4    0.000    0.000    0.000    0.000 dataset.py:1164(_overwrite_indexes)
       96    0.000    0.000    0.000    0.000 concat.py:315(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        2    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.000    0.000 datetimes.py:259(_box_as_indexlike)
        1    0.000    0.000    0.000    0.000 series.py:6418(_reduce)
        1    0.000    0.000    0.000    0.000 functoolz.py:473(Compose)
        1    0.000    0.000    0.000    0.000 datetimelike.py:560(_validate_scalar)
      258    0.000    0.000    0.000    0.000 inspect.py:767(_is_wrapper)
       50    0.000    0.000    0.000    0.000 dataarray.py:958(coords)
        2    0.000    0.000    0.000    0.000 common.py:1204(is_potential_multi_index)
      368    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      195    0.000    0.000    0.000    0.000 common.py:123(<lambda>)
       31    0.000    0.000    0.000    0.000 computation.py:103(all_core_dims)
       28    0.000    0.000    0.000    0.000 base.py:86(_validate_set_axis)
        5    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
        4    0.000    0.000    0.000    0.000 generic.py:511(_validate_dtype)
        5    0.000    0.000    0.000    0.000 computation.py:376(join_dict_keys)
       14    0.000    0.000    0.000    0.000 indexing.py:247(slice_slice)
       87    0.000    0.000    0.000    0.000 dataclasses.py:1292(is_dataclass)
       75    0.000    0.000    0.000    0.000 core.py:1136(_raise_if_any_duplicate_dimensions)
        1    0.000    0.000    0.000    0.000 highlevelgraph.py:49(Layer)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:2172(_sum_dispatcher)
      526    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       41    0.000    0.000    0.000    0.000 managers.py:180(blknos)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 readers.py:1622(close)
        1    0.000    0.000    0.000    0.000 _task_spec.py:523(Task)
       29    0.000    0.000    0.000    0.000 datetimelike.py:488(values)
        7    0.000    0.000    0.000    0.000 {method 'cumprod' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 times.py:114(_netcdf_to_numpy_timeunit)
       20    0.000    0.000    0.000    0.000 config.py:622(pop)
       40    0.000    0.000    0.000    0.000 dataarray.py:1470(<genexpr>)
        5    0.000    0.000    0.000    0.000 dataset.py:7102(_normalize_dim_order)
       12    0.000    0.000    0.000    0.000 variables.py:250(encode)
       73    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        5    0.000    0.000    0.000    0.000 common.py:231(asarray_tuplesafe)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:811(__contains__)
        1    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
      141    0.000    0.000    0.000    0.000 inference.py:300(<genexpr>)
      120    0.000    0.000    0.000    0.000 variable.py:593(<genexpr>)
       31    0.000    0.000    0.000    0.000 core.py:727(sizes)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 cast.py:613(_maybe_promote)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:95(copy)
       36    0.000    0.000    0.000    0.000 computation.py:54(_all_of_type)
        1    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
      106    0.000    0.000    0.000    0.000 os.py:754(encodekey)
       20    0.000    0.000    0.000    0.000 common.py:81(get_op_result_name)
      520    0.000    0.000    0.000    0.000 contextlib.py:428(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:861(__init__)
      103    0.000    0.000    0.000    0.000 glob.py:108(<genexpr>)
       52    0.000    0.000    0.000    0.000 blocks.py:2674(get_block_type)
       37    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        8    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
      140    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       25    0.000    0.000    0.000    0.000 dataset.py:785(sizes)
        8    0.000    0.000    0.000    0.000 typing.py:1037(<genexpr>)
       20    0.000    0.000    0.000    0.000 inspect.py:2816(__str__)
       21    0.000    0.000    0.000    0.000 indexing.py:479(__init__)
      335    0.000    0.000    0.000    0.000 _collections_abc.py:845(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1812(__init__)
        3    0.000    0.000    0.000    0.000 timedeltas.py:338(astype)
       50    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 base_parser.py:191(_validate_parse_dates_presence)
      229    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 dispatch.py:17(should_extension_dispatch)
        6    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
       19    0.000    0.000    0.000    0.000 datetimelike.py:1066(_get_arithmetic_result_freq)
      279    0.000    0.000    0.000    0.000 utils.py:435(__contains__)
      120    0.000    0.000    0.000    0.000 variable.py:602(<genexpr>)
      247    0.000    0.000    0.000    0.000 _parser.py:286(tell)
        1    0.000    0.000    0.000    0.000 base.py:6394(_should_compare)
        9    0.000    0.000    0.000    0.000 cast.py:1579(construct_1d_object_array_from_listlike)
      120    0.000    0.000    0.000    0.000 variable.py:992(<genexpr>)
      515    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       43    0.000    0.000    0.000    0.000 blocks.py:219(_can_consolidate)
        2    0.000    0.000    0.000    0.000 reader.py:177(update_raw)
       31    0.000    0.000    0.000    0.000 functoolz.py:158(__get__)
        2    0.000    0.000    0.000    0.000 _exceptions.py:15(rewrite_exception)
       16    0.000    0.000    0.000    0.000 strings.py:234(shape)
       86    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
       92    0.000    0.000    0.000    0.000 _parser.py:442(_uniq)
        5    0.000    0.000    0.000    0.000 dataset.py:462(variables)
      167    0.000    0.000    0.000    0.000 range.py:999(__len__)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
      122    0.000    0.000    0.000    0.000 indexing.py:536(<genexpr>)
        1    0.000    0.000    0.000    0.000 scanner.py:48(__init__)
        1    0.000    0.000    0.000    0.000 cast.py:1239(_ensure_nanosecond_dtype)
      387    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        6    0.000    0.000    0.000    0.000 computation.py:80(__init__)
       12    0.000    0.000    0.000    0.000 concat.py:384(<genexpr>)
       10    0.000    0.000    0.000    0.000 frame.py:659(_constructor_from_mgr)
        1    0.000    0.000    0.000    0.000 utils.py:187(validate_indices)
       44    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
      111    0.000    0.000    0.000    0.000 common.py:529(is_string_or_object_np_dtype)
       12    0.000    0.000    0.000    0.000 times.py:1010(encode)
       11    0.000    0.000    0.000    0.000 file_manager.py:307(increment)
       30    0.000    0.000    0.000    0.000 dataarray.py:889(_item_sources)
      313    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        9    0.000    0.000    0.000    0.000 typing.py:1123(__init__)
        1    0.000    0.000    0.000    0.000 common.py:286(sync)
       19    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       92    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 series.py:664(_constructor_from_mgr)
       45    0.000    0.000    0.000    0.000 enum.py:197(__get__)
      420    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       27    0.000    0.000    0.000    0.000 config.py:635(_get_root)
        1    0.000    0.000    0.000    0.000 strings.py:23(create_vlen_dtype)
       60    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 missing.py:380(notna)
       86    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 missing.py:728(is_valid_na_for_dtype)
       25    0.000    0.000    0.000    0.000 copy.py:191(_deepcopy_list)
        1    0.000    0.000    0.000    0.000 strings.py:164(char_to_bytes)
      127    0.000    0.000    0.000    0.000 scanner.py:325(unwind_indent)
       24    0.000    0.000    0.000    0.000 dtypes.py:880(__eq__)
      122    0.000    0.000    0.000    0.000 pathlib.py:1165(__new__)
       15    0.000    0.000    0.000    0.000 fromnumeric.py:2831(_min_dispatcher)
       35    0.000    0.000    0.000    0.000 blocks.py:2827(external_values)
       14    0.000    0.000    0.000    0.000 __init__.py:728(search)
       28    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 groupby.py:340(ResolvedGrouper)
       50    0.000    0.000    0.000    0.000 extension.py:67(fget)
        1    0.000    0.000    0.000    0.000 base_parser.py:871(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 groupby.py:1645(DatasetGroupByBase)
        1    0.000    0.000    0.000    0.000 process.py:276(_ExecutorManagerThread)
       11    0.000    0.000    0.000    0.000 enum.py:383(__setitem__)
        8    0.000    0.000    0.000    0.000 dicttoolz.py:19(merge)
      195    0.000    0.000    0.000    0.000 common.py:121(classes)
       92    0.000    0.000    0.000    0.000 computation.py:727(<genexpr>)
        1    0.000    0.000    0.000    0.000 constructor.py:482(FullConstructor)
      284    0.000    0.000    0.000    0.000 datetimes.py:551(dtype)
      184    0.000    0.000    0.000    0.000 version.py:205(<genexpr>)
        1    0.000    0.000    0.000    0.000 take.py:325(_get_take_nd_function)
        7    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
        5    0.000    0.000    0.000    0.000 cast.py:1760(np_can_hold_element)
       55    0.000    0.000    0.000    0.000 _compiler.py:396(_simple)
        1    0.000    0.000    0.000    0.000 pydev_monkey.py:1187(pydev_start_new_thread)
       10    0.000    0.000    0.000    0.000 type_check.py:162(_imag_dispatcher)
      398    0.000    0.000    0.000    0.000 base.py:5144(_values)
       10    0.000    0.000    0.000    0.000 api.py:211(_resolve_decoders_kwargs)
      333    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 std.py:438(status_printer)
      360    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 nanops.py:482(nanany)
       30    0.000    0.000    0.000    0.000 generic.py:2140(<genexpr>)
       26    0.000    0.000    0.000    0.000 ntpath.py:350(expanduser)
       18    0.000    0.000    0.000    0.000 timedeltas.py:1094(_ints_to_td64ns)
      120    0.000    0.000    0.000    0.000 variable.py:598(<genexpr>)
       40    0.000    0.000    0.000    0.000 frame.py:1643(__len__)
        9    0.000    0.000    0.000    0.000 contextlib.py:260(contextmanager)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        4    0.000    0.000    0.000    0.000 reader.py:146(update)
        4    0.000    0.000    0.000    0.000 indexes.py:1526(get_all_coords)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       47    0.000    0.000    0.000    0.000 warnings.py:502(__exit__)
       10    0.000    0.000    0.000    0.000 variable.py:177(_as_nanosecond_precision)
        5    0.000    0.000    0.000    0.000 utils.py:323(to_0d_array)
        1    0.000    0.000    0.000    0.000 deprecation_helpers.py:79(_decorator)
       27    0.000    0.000    0.000    0.000 series.py:831(_values)
        1    0.000    0.000    0.000    0.000 cast.py:1604(maybe_cast_to_integer_array)
        5    0.000    0.000    0.000    0.000 blocks.py:414(_split_op_result)
       35    0.000    0.000    0.000    0.000 blocks.py:2795(extend_blocks)
       82    0.000    0.000    0.000    0.000 threading.py:1213(daemon)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        7    0.000    0.000    0.000    0.000 inspect.py:2097(_signature_bound_method)
       52    0.000    0.000    0.000    0.000 datetimes.py:2570(_validate_tz_from_dtype)
       59    0.000    0.000    0.000    0.000 managers.py:2177(_grouping_func)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:201(_set_noconvert_columns)
       12    0.000    0.000    0.000    0.000 posixpath.py:100(split)
      160    0.000    0.000    0.000    0.000 construction.py:758(_maybe_repeat)
        2    0.000    0.000    0.000    0.000 enum.py:500(__prepare__)
      122    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       28    0.000    0.000    0.000    0.000 alignment.py:500(_get_dim_pos_indexers)
       12    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
      193    0.000    0.000    0.000    0.000 utils.py:206(<genexpr>)
       81    0.000    0.000    0.000    0.000 times.py:184(<genexpr>)
       60    0.000    0.000    0.000    0.000 dataarray.py:816(dims)
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        5    0.000    0.000    0.000    0.000 std.py:1147(__del__)
        7    0.000    0.000    0.000    0.000 series.py:914(__len__)
        1    0.000    0.000    0.000    0.000 groupby.py:502(ResolvedTimeResampleGrouper)
       81    0.000    0.000    0.000    0.000 flags.py:51(__init__)
        5    0.000    0.000    0.000    0.000 managers.py:2311(_fast_count_smallints)
       21    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
      105    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
      468    0.000    0.000    0.000    0.000 dataarray.py:678(variable)
       25    0.000    0.000    0.000    0.000 indexing.py:1287(is_fancy_indexer)
        5    0.000    0.000    0.000    0.000 generic.py:1534(blk_func)
        3    0.000    0.000    0.000    0.000 typing.py:1879(_proto_hook)
        1    0.000    0.000    0.000    0.000 netCDF4_.py:469(get_dimensions)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       92    0.000    0.000    0.000    0.000 inspect.py:1817(_shadowed_dict)
      827    0.000    0.000    0.000    0.000 inspect.py:2794(kind)
        3    0.000    0.000    0.000    0.000 shape_base.py:219(vstack)
    45/31    0.000    0.000    0.000    0.000 utils.py:718(register)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
      100    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        1    0.000    0.000    0.000    0.000 _task_spec.py:98(LRU)
       26    0.000    0.000    0.000    0.000 _build_tlz.py:46(find_spec)
       36    0.000    0.000    0.000    0.000 inspect.py:1790(_check_instance)
      103    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
        1    0.000    0.000    0.000    0.000 plugins.py:29(remove_duplicates)
       25    0.000    0.000    0.000    0.000 indexing.py:676(__deepcopy__)
       80    0.000    0.000    0.000    0.000 variable.py:2922(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:415(<genexpr>)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:991(exec_module)
       36    0.000    0.000    0.000    0.000 inspect.py:1799(_check_class)
       60    0.000    0.000    0.000    0.000 variable.py:562(_item_key_to_tuple)
      155    0.000    0.000    0.000    0.000 pydevd_constants.py:694(__enter__)
       22    0.000    0.000    0.000    0.000 datetimelike.py:319(asi8)
        5    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
       19    0.000    0.000    0.000    0.000 times.py:90(_is_standard_calendar)
        8    0.000    0.000    0.000    0.000 blocks.py:2703(new_block_2d)
       13    0.000    0.000    0.000    0.000 cloudpickle.py:181(_is_registered_pickle_by_value)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
      230    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        5    0.000    0.000    0.000    0.000 functools.py:393(__get__)
       69    0.000    0.000    0.000    0.000 typing.py:1110(_is_dunder)
        1    0.000    0.000    0.000    0.000 common.py:269(__init__)
       17    0.000    0.000    0.000    0.000 base.py:836(__iter__)
       21    0.000    0.000    0.000    0.000 generic.py:586(_get_axis)
       10    0.000    0.000    0.000    0.000 dataset.py:185(_get_virtual_variable)
        5    0.000    0.000    0.000    0.000 common.py:233(sizes)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1025(argsort)
        5    0.000    0.000    0.000    0.000 dataset.py:1483(__len__)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
       15    0.000    0.000    0.000    0.000 frame.py:4623(_clear_item_cache)
       35    0.000    0.000    0.000    0.000 dataset.py:1974(data_vars)
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
      135    0.000    0.000    0.000    0.000 ntpath.py:35(_get_bothseps)
        7    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 scanner.py:359(fetch_stream_start)
        2    0.000    0.000    0.000    0.000 encoder.py:205(iterencode)
       24    0.000    0.000    0.000    0.000 strings.py:38(is_unicode_dtype)
      128    0.000    0.000    0.000    0.000 concat.py:548(<genexpr>)
        1    0.000    0.000    0.000    0.000 groupby.py:209(_DummyGroup)
        6    0.000    0.000    0.000    0.000 glob.py:31(iglob)
        1    0.000    0.000    0.000    0.000 datetimelike.py:141(equals)
        1    0.000    0.000    0.000    0.000 process.py:621(ProcessPoolExecutor)
       18    0.000    0.000    0.000    0.000 glob.py:222(has_magic)
       92    0.000    0.000    0.000    0.000 resolver.py:114(ascend_resolver)
        7    0.000    0.000    0.000    0.000 scanner.py:484(fetch_block_entry)
        2    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        6    0.000    0.000    0.000    0.000 base.py:82(shape)
       11    0.000    0.000    0.000    0.000 inference.py:195(is_array_like)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        7    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
       66    0.000    0.000    0.000    0.000 config.py:60(canonical_name)
        1    0.000    0.000    0.000    0.000 common.py:131(close)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:120(update)
       27    0.000    0.000    0.000    0.000 config.py:676(_translate_key)
       14    0.000    0.000    0.000    0.000 _parser.py:94(closegroup)
       12    0.000    0.000    0.000    0.000 dtypes.py:783(_creso)
      318    0.000    0.000    0.000    0.000 error.py:6(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:2268(shorten_traceback)
      520    0.000    0.000    0.000    0.000 contextlib.py:431(__enter__)
      106    0.000    0.000    0.000    0.000 common.py:126(_classes_and_not_datetimelike)
        7    0.000    0.000    0.000    0.000 fromnumeric.py:2421(all)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:940(pop)
       21    0.000    0.000    0.000    0.000 ntpath.py:564(normpath)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
       53    0.000    0.000    0.000    0.000 blocks.py:214(is_extension)
      212    0.000    0.000    0.000    0.000 indexes.py:1661(__getitem__)
      529    0.000    0.000    0.000    0.000 inspect.py:2782(name)
       42    0.000    0.000    0.000    0.000 dataset.py:751(encoding)
        1    0.000    0.000    0.000    0.000 base.py:675(empty)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       26    0.000    0.000    0.000    0.000 datetimes.py:2310(_construct_from_dt64_naive)
        2    0.000    0.000    0.000    0.000 __init__.py:2156(getLogger)
       52    0.000    0.000    0.000    0.000 concat.py:562(get_indexes)
       35    0.000    0.000    0.000    0.000 generic.py:667(_info_axis)
       86    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 readers.py:2133(_refine_defaults_read)
    45/23    0.000    0.000    0.000    0.000 utils.py:721(wrapper)
        1    0.000    0.000    0.000    0.000 take.py:287(_get_take_nd_function_cached)
        2    0.000    0.000    0.000    0.000 constructor.py:405(construct_yaml_seq)
        1    0.000    0.000    0.000    0.000 base_parser.py:362(_make_index)
        1    0.000    0.000    0.000    0.000 api.py:166(_validate_attrs)
        1    0.000    0.000    0.000    0.000 base.py:541(to_numpy)
       47    0.000    0.000    0.000    0.000 indexes.py:1490(variables)
        1    0.000    0.000    0.000    0.000 readers.py:1987(__enter__)
      255    0.000    0.000    0.000    0.000 indexes.py:1658(__contains__)
        3    0.000    0.000    0.000    0.000 scanner.py:1185(scan_flow_scalar_non_spaces)
        1    0.000    0.000    0.000    0.000 base_parser.py:1269(_process_date_conversion)
       72    0.000    0.000    0.000    0.000 computation.py:119(num_outputs)
        1    0.000    0.000    0.000    0.000 locks.py:93(_get_threaded_lock)
        1    0.000    0.000    0.000    0.000 base_parser.py:279(_extract_multi_indexer_columns)
        6    0.000    0.000    0.000    0.000 constructor.py:237(construct_yaml_int)
        5    0.000    0.000    0.000    0.000 computation.py:197(_get_coords_list)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:469(__new__)
        1    0.000    0.000    0.000    0.000 random.py:454(choices)
       45    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
       65    0.000    0.000    0.000    0.000 timedeltas.py:176(dtype)
        1    0.000    0.000    0.000    0.000 optimization.py:453(Default)
      215    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 pydevd_comm.py:167(_from_json)
        5    0.000    0.000    0.000    0.000 computation.py:349(ordered_set_intersection)
        1    0.000    0.000    0.000    0.000 system.py:44(cpu_count)
       15    0.000    0.000    0.000    0.000 constructor.py:180(flatten_mapping)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
       10    0.000    0.000    0.000    0.000 type_check.py:166(imag)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
      280    0.000    0.000    0.000    0.000 _collections_abc.py:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 thread.py:121(ThreadPoolExecutor)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:195(_reshape_dispatcher)
       50    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       59    0.000    0.000    0.000    0.000 flags.py:87(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 api.py:144(_validate_dataset_names)
        1    0.000    0.000    0.000    0.000 connection.py:267(PipeConnection)
      150    0.000    0.000    0.000    0.000 variables.py:179(safe_setitem)
       10    0.000    0.000    0.000    0.000 options.py:150(_get_keep_attrs)
        1    0.000    0.000    0.000    0.000 config.py:373(set)
       25    0.000    0.000    0.000    0.000 dataarray.py:695(shape)
        7    0.000    0.000    0.000    0.000 base.py:74(__len__)
      155    0.000    0.000    0.000    0.000 pydevd_constants.py:697(__exit__)
       60    0.000    0.000    0.000    0.000 variables.py:67(dtype)
       36    0.000    0.000    0.000    0.000 base.py:6672(_maybe_cast_indexer)
       10    0.000    0.000    0.000    0.000 frame.py:1047(shape)
       11    0.000    0.000    0.000    0.000 functoolz.py:119(instanceproperty)
       90    0.000    0.000    0.000    0.000 variable.py:609(<genexpr>)
      222    0.000    0.000    0.000    0.000 dataset.py:440(<genexpr>)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
       18    0.000    0.000    0.000    0.000 common.py:1040(needs_i8_conversion)
       11    0.000    0.000    0.000    0.000 datetimelike.py:354(__array__)
       19    0.000    0.000    0.000    0.000 coordinates.py:100(__len__)
        1    0.000    0.000    0.000    0.000 _task_spec.py:797(SequenceOfTasks)
        1    0.000    0.000    0.000    0.000 datetimelike.py:447(astype)
        1    0.000    0.000    0.000    0.000 typing.py:423(_NoDefault)
        2    0.000    0.000    0.000    0.000 common.py:248(stringify_path)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 optimization.py:983(SubgraphCallable)
        2    0.000    0.000    0.000    0.000 enum.py:249(__set_name__)
       25    0.000    0.000    0.000    0.000 type_check.py:302(iscomplexobj)
        1    0.000    0.000    0.000    0.000 typing.py:105(DaskCollection)
        1    0.000    0.000    0.000    0.000 arraysetops.py:125(_unpack_tuple)
        3    0.000    0.000    0.000    0.000 typing.py:1749(_allow_reckless_class_checks)
        1    0.000    0.000    0.000    0.000 callbacks.py:10(Callback)
        5    0.000    0.000    0.000    0.000 threading.py:373(notify)
        5    0.000    0.000    0.000    0.000 base.py:1730(_get_default_index_names)
        1    0.000    0.000    0.000    0.000 cast.py:1518(construct_1d_arraylike_from_scalar)
       19    0.000    0.000    0.000    0.000 datetimelike.py:1047(_get_i8_values_and_mask)
        3    0.000    0.000    0.000    0.000 file_manager.py:312(decrement)
        4    0.000    0.000    0.000    0.000 typing.py:1692(_get_protocol_attrs)
       12    0.000    0.000    0.000    0.000 posixpath.py:138(splitroot)
       10    0.000    0.000    0.000    0.000 utils.py:187(disable_on_exception)
       74    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
       30    0.000    0.000    0.000    0.000 duck_array_ops.py:57(get_array_namespace)
       77    0.000    0.000    0.000    0.000 indexes.py:1652(__iter__)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
      169    0.000    0.000    0.000    0.000 strings.py:49(__init__)
        4    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 readers.py:1627(_get_options_with_defaults)
